sample_date,samples,regions,target_hab_events,target_hab_share,a_tamarense_peak_cells_l,d_acuta_peak_cells_l,mean_sst_c,mean_salinity_psu
2015-06-07,1,1,0,0.0,0,0,10.2944964384421,33.0492909749349
2015-06-08,16,16,0,0.0,120,80,10.717719918406239,30.50269695806297
2015-06-13,4,4,0,0.0,0,0,13.1683841344082,28.357249652978176
2015-06-14,1,1,0,0.0,0,0,10.9040076916034,32.7973347199269
2015-06-15,16,16,1,0.0625,480,40,10.986661925822881,31.239406917079705
2015-06-21,1,1,0,0.0,0,0,11.6484311910776,32.8241665179913
2015-06-22,15,15,0,0.0,160,0,12.6693537702189,30.344497917588154
2015-06-23,2,2,0,0.0,0,0,12.764253658907744,29.01338336467745
2015-06-24,1,1,0,0.0,0,0,16.1395024061203,27.5171356201172
2015-06-29,18,18,0,0.0,120,40,13.043512474501732,30.23820520355342
2015-06-30,1,1,0,0.0,0,0,15.8818435072899,26.9248324632645
2015-07-05,1,1,0,0.0,0,0,14.3780493858533,32.5946213159806
2015-07-06,18,18,0,0.0,40,40,14.804780746097455,30.116770998999268
2015-07-12,1,1,0,0.0,0,0,12.6747011771569,32.8454375633827
2015-07-13,12,12,0,0.0,40,40,14.386977501527051,30.636206453897568
2015-07-19,1,1,0,0.0,0,0,12.915115185273,32.6248570955717
2015-07-20,17,17,1,0.058823529411764705,200,800,14.364327896351666,30.455841798554076
2015-07-21,1,1,0,0.0,0,40,11.3993328639439,33.8580316816057
2015-07-27,19,19,0,0.0,160,80,13.812896102053948,30.966209867370015
2015-08-03,17,17,2,0.11764705882352941,320,250,14.198691088697723,31.212155125624548
2015-08-04,2,2,0,0.0,0,0,17.19824572971885,26.823989357267102
2015-08-10,18,18,0,0.0,0,80,15.157828709603839,31.002618868694576
2015-08-17,13,13,0,0.0,0,40,16.422058320785414,30.22043257327783
2015-08-18,5,5,0,0.0,0,0,14.09319111221092,33.182013157855046
2015-08-24,18,18,0,0.0,0,80,16.60930425258496,30.701841617788823
2015-08-31,17,17,0,0.0,0,80,15.817163364094236,30.259975880512677
2015-09-01,2,2,0,0.0,0,80,15.7314581871033,29.77073860168455
2015-09-06,1,1,0,0.0,0,0,13.5451830594968,32.5109985547188
2015-09-07,15,15,1,0.06666666666666667,0,320,14.74594119192236,30.1591864291022
2015-09-08,1,1,0,0.0,0,0,16.2755869626999,27.0026183128357
2015-09-13,1,1,0,0.0,0,0,14.8577638039222,32.3228898659731
2015-09-14,13,13,2,0.15384615384615385,0,520,14.629090490993807,30.600048793028332
2015-09-15,1,1,0,0.0,0,0,12.052133769989,33.4767391204834
2015-09-20,1,1,0,0.0,40,0,14.7876538252219,32.0172605759058
2015-09-21,12,12,2,0.16666666666666666,0,360,13.825142539688,31.618110973033378
2015-09-27,1,1,0,0.0,0,0,14.4403757437682,32.0311183929443
2015-09-28,6,6,0,0.0,0,0,12.820861563228418,33.20186396099272
2015-09-29,5,5,0,0.0,0,80,13.854886034907718,30.41078705536234
2015-10-05,9,9,0,0.0,0,40,12.424895472234912,32.96309877261051
2015-10-06,3,3,2,0.6666666666666666,0,1080,13.920830320517233,30.259267031351737
2015-10-11,1,1,0,0.0,0,40,13.0683370736929,31.5868016267434
2015-10-12,8,8,2,0.25,0,560,12.604582563304525,31.816085365649425
2015-10-19,5,5,2,0.4,0,2200,12.27883448100812,30.54899778249602
2015-10-25,1,1,0,0.0,0,0,12.6214445309761,31.788214072203
2015-10-26,4,4,1,0.25,0,400,12.000273977915475,31.031991666049674
2015-10-29,1,1,0,0.0,0,0,11.3196914366313,31.1658444404602
2016-02-28,1,1,0,0.0,0,0,5.79734508807843,33.7682133210011
2016-02-29,6,6,0,0.0,0,0,3.5688719064037433,31.500145162556702
2016-03-06,1,1,0,0.0,0,0,5.29122522549752,33.6806520315317
2016-03-07,9,9,0,0.0,0,0,4.780279284307967,32.42999889690369
2016-03-14,4,4,0,0.0,0,0,5.938425638736822,33.735461595730875
2016-03-15,8,8,0,0.0,0,0,4.631682888088804,31.848816289959363
2016-03-28,1,1,0,0.0,0,0,5.43176418695694,33.7747555268116
2016-03-29,13,13,0,0.0,0,0,5.6286948238036825,32.54495611093459
2016-04-03,1,1,0,0.0,0,0,5.70418890928611,33.6194340632512
2016-04-04,15,15,0,0.0,0,0,6.06875179733698,31.86091340135645
2016-04-11,16,16,0,0.0,0,0,6.76763669844365,31.33817324371697
2016-04-16,1,1,0,0.0,0,0,7.83275508880615,26.458390045166
2016-04-17,1,1,0,0.0,0,0,6.43892834736751,33.1995586493076
2016-04-18,15,15,0,0.0,0,0,6.774300494908025,31.400191652936957
2016-04-25,18,18,0,0.0,40,0,6.75047845941808,31.238161614207918
2016-05-01,1,1,0,0.0,0,0,7.78460873090304,32.9663049746782
2016-05-02,17,17,0,0.0,40,0,7.565555596161896,30.55013611607131
2016-05-09,18,18,0,0.0,0,40,9.441709263311163,30.17381482567179
2016-05-22,1,1,0,0.0,0,0,8.97025712331136,33.0742058387169
2016-05-23,16,16,0,0.0,40,40,10.275188218346148,30.159030339737644
2016-05-29,1,1,0,0.0,0,0,11.6701742563492,33.0738110664563
2016-05-30,16,16,0,0.0,0,0,11.734509050662695,30.48365298948978
2016-06-05,1,1,0,0.0,0,0,12.7253836118258,33.0082592108311
2016-06-06,17,17,0,0.0,160,0,13.264017932178023,29.906026899794966
2016-06-13,18,18,2,0.1111111111111111,440,40,13.893983915166508,29.676897125355733
2016-06-20,19,19,2,0.10526315789473684,2200,0,12.958432257224322,29.675621236020568
2016-06-26,1,1,0,0.0,0,0,13.6561195911505,32.1542873871632
2016-06-27,18,18,1,0.05555555555555555,2200,40,14.022107808691251,29.20671401288468
2016-07-03,1,1,0,0.0,0,0,14.0374508148585,31.7650915781657
2016-07-04,17,17,1,0.058823529411764705,1680,80,14.39166404276427,29.18930177939261
2016-07-06,1,1,0,0.0,0,0,14.0055358409882,30.0963973045349
2016-07-11,19,19,1,0.05263157894736842,440,40,14.952939530064974,30.076007072085993
2016-07-18,18,18,1,0.05555555555555555,560,40,14.52742557588921,31.078587517519395
2016-07-25,17,17,0,0.0,0,0,17.978647128677068,30.111840108000266
2016-08-01,17,17,0,0.0,0,120,16.52186865316869,30.06481102586775
2016-08-08,18,18,0,0.0,0,200,16.04819755428169,30.713908063871234
2016-08-15,19,19,0,0.0,0,0,14.552237804085578,31.511128019279592
2016-08-22,19,19,0,0.0,0,40,15.905662565416273,31.14679507773219
2016-08-29,19,19,0,0.0,0,40,15.279563515447038,31.116885006822816
2016-09-05,18,18,0,0.0,0,120,15.232950342289339,31.132466813058517
2016-09-11,1,1,0,0.0,0,0,16.1008649972769,31.954201282599
2016-09-12,14,14,0,0.0,0,40,14.718980303876192,31.441094486268614
2016-09-13,2,2,0,0.0,0,0,17.2494689154625,30.08171037197115
2016-09-18,1,1,0,0.0,0,0,16.8520728869316,31.8933450258695
2016-09-19,15,15,0,0.0,0,0,15.201692134206713,31.635637144791026
2016-09-25,4,4,0,0.0,0,0,15.286613244888102,30.22233598341435
2016-09-26,12,12,0,0.0,0,0,14.980805231771425,32.032396347143155
2016-10-01,1,1,0,0.0,0,0,11.9472444152832,33.6791348266602
2016-10-03,13,13,0,0.0,0,40,13.845991749235647,32.393175503544484
2016-10-09,1,1,0,0.0,0,0,14.545558758271,31.7342486259265
2016-10-10,7,7,0,0.0,0,0,13.844960888605243,31.972847578673484
2016-10-11,1,1,0,0.0,0,40,13.3556408286095,31.1284592151642
2016-10-16,1,1,0,0.0,0,0,13.8724354230441,31.5570593613845
2016-10-17,6,6,0,0.0,0,40,12.875907250654834,32.282461208574695
2016-10-23,1,1,0,0.0,0,0,12.9774965384068,31.9461785829984
2016-10-24,4,4,0,0.0,0,40,11.6787721012939,30.648276256033874
2016-10-31,2,2,0,0.0,0,0,11.4839932823181,31.66062570571895
2017-02-20,1,1,0,0.0,0,0,5.1037849296223,33.355825770985
2017-02-26,1,1,0,0.0,0,0,6.40855633906829,33.9839585133088
2017-02-27,5,5,0,0.0,0,0,3.759149831164968,31.483190155491663
2017-03-06,7,7,0,0.0,40,0,3.7319416214663157,30.974403978818412
2017-03-12,1,1,0,0.0,0,0,6.16556957440499,34.0883333255083
2017-03-13,9,9,0,0.0,0,0,3.7469053240525363,30.621136246420196
2017-03-19,1,1,0,0.0,80,0,6.12435878851475,34.0294514191456
2017-03-20,11,11,0,0.0,0,0,4.791191641525789,31.348159807573744
2017-03-26,1,1,0,0.0,0,0,6.0550134854439,33.7921954423953
2017-03-27,16,16,0,0.0,0,0,5.121804202589896,32.00303408499921
2017-04-02,2,2,0,0.0,0,0,5.583363050069565,33.57923228924095
2017-04-03,17,17,0,0.0,40,0,5.524154549638279,31.58689531345601
2017-04-16,1,1,0,0.0,0,0,6.75438419977824,33.2414092039451
2017-04-17,2,2,0,0.0,0,0,6.328996267318725,30.5217454957962
2017-04-18,15,15,0,0.0,160,160,6.176636474905249,32.013818301397656
2017-04-23,1,1,0,0.0,0,0,6.71182852524978,33.4630619929387
2017-04-24,19,19,0,0.0,0,0,6.192603123546001,31.98051954971586
2017-05-01,2,2,0,0.0,120,0,7.81758474839039,32.19904510498045
2017-05-02,15,15,0,0.0,120,0,7.124770595833874,32.133046933113434
2017-05-08,20,20,0,0.0,80,0,7.808013407759381,31.295121178930135
2017-05-14,1,1,0,0.0,0,0,9.05100450760279,33.4993614783654
2017-05-15,15,15,0,0.0,40,0,9.031170634010305,29.669256289495873
2017-05-16,4,4,0,0.0,0,0,7.712237287450719,33.38399595684475
2017-05-21,1,1,0,0.0,0,0,9.73189378396059,32.8308517260429
2017-05-22,18,18,0,0.0,80,0,9.542645078796996,30.113461441807406
2017-05-28,1,1,0,0.0,0,0,10.9713845375257,32.3994024227827
2017-05-29,19,19,0,0.0,0,0,11.256769742052429,29.509437225247098
2017-06-06,17,17,0,0.0,160,0,12.172172889945864,28.046257516169554
2017-06-09,4,4,0,0.0,0,0,10.89592185726875,33.185549921459646
2017-06-11,1,1,0,0.0,0,0,12.0789686838786,31.9350902850811
2017-06-12,20,20,1,0.05,440,40,12.36667124663362,29.92535841624319
2017-06-18,1,1,0,0.0,0,0,13.584599225949,31.6780431209466
2017-06-19,20,20,1,0.05,560,40,13.613774153573331,29.984948259722216
2017-06-25,1,1,0,0.0,0,0,13.7521833517613,31.7065539726844
2017-06-26,20,20,1,0.05,640,40,13.215513558685405,30.62109961497698
2017-07-03,21,21,1,0.047619047619047616,440,0,13.666344566676747,30.846666350865192
2017-07-09,1,1,0,0.0,0,0,12.7075572380653,32.3868440481333
2017-07-10,20,20,1,0.05,400,0,14.626348869194615,30.93818728796653
2017-07-16,1,1,0,0.0,0,0,13.5750028170072,32.0395159110045
2017-07-17,18,18,0,0.0,80,0,14.172057318177105,31.0539906979461
2017-07-23,1,1,0,0.0,0,0,15.6054111138368,32.045543377216
2017-07-24,19,19,0,0.0,160,0,16.302386354907934,30.723025953227012
2017-07-31,20,20,0,0.0,80,80,15.973572282778088,30.615914637662648
2017-08-06,1,1,0,0.0,0,0,16.1563996779613,31.9099294711382
2017-08-07,19,19,0,0.0,0,40,16.11949398586271,30.55625712064607
2017-08-08,1,1,0,0.0,0,0,16.5603741577693,29.7690417425973
2017-08-14,19,19,0,0.0,80,40,15.813870536839826,30.56974649598726
2017-08-20,1,1,0,0.0,0,0,16.0144419792371,31.2035137078701
2017-08-21,19,19,0,0.0,0,0,15.688507550794542,30.972979679887974
2017-08-27,1,1,0,0.0,0,0,17.8814334869385,29.5349982868541
2017-08-28,20,20,0,0.0,0,0,15.690596398042109,30.677290822446366
2017-09-03,1,1,0,0.0,0,0,16.0040314503205,31.5677038828532
2017-09-04,17,17,0,0.0,0,80,15.10796755528257,30.745351004662297
2017-09-05,2,2,0,0.0,0,0,15.594468053182,31.826390838623
2017-09-10,1,1,0,0.0,0,0,15.5114464882093,31.7125967465914
2017-09-11,19,19,0,0.0,0,80,14.94836725867799,30.98793562754392
2017-09-17,1,1,0,0.0,0,0,15.2271222334642,32.0134530678774
2017-09-18,15,15,0,0.0,80,80,14.284058962458266,31.38075962392601
2017-09-19,2,2,0,0.0,0,0,14.9075230280558,31.9188902537028
2017-09-25,18,18,0,0.0,40,40,14.14302418228764,31.56079947033889
2017-10-01,1,1,0,0.0,0,0,14.859339934129,31.5409653492463
2017-10-02,10,10,0,0.0,0,80,13.73710256997125,31.72728979452554
2017-10-08,1,1,0,0.0,0,0,14.0224574406942,31.5206165802784
2017-10-09,6,6,1,0.16666666666666666,0,400,13.048906017120435,30.523092793358682
2017-10-10,1,1,0,0.0,0,0,13.0069814920425,29.7199438810348
2017-10-15,1,1,0,0.0,0,0,13.008057031876,32.0946645492162
2017-10-16,5,5,0,0.0,0,80,13.49330979402138,30.55647430656896
2017-10-23,5,5,0,0.0,0,0,12.98410277527584,31.7879522044486
2017-10-29,1,1,0,0.0,0,0,12.8504625956217,32.1194219344702
2017-10-30,4,4,0,0.0,0,0,12.45411792964645,32.10813478643243
2018-02-26,3,3,0,0.0,0,0,4.777157983940456,32.607738658249964
2018-03-02,1,1,0,0.0,0,0,5.01457278728485,33.1060661315918
2018-03-05,5,5,0,0.0,0,0,3.93008383734984,32.3149894833865
2018-03-12,5,5,0,0.0,0,40,3.172126126456572,31.35585007884696
2018-03-13,1,1,0,0.0,0,0,4.69285023518098,33.3106254186386
2018-03-19,8,8,0,0.0,20,0,2.7326130500117594,31.342247887125637
2018-03-20,3,3,0,0.0,0,0,4.60539562681801,33.38919083032854
2018-04-02,2,2,0,0.0,0,0,4.427276462146215,31.61316727774485
2018-04-03,6,6,0,0.0,0,40,3.040567787772133,29.9184824288608
2018-04-04,4,4,0,0.0,0,40,4.496726131482878,33.46884134453295
2018-04-09,14,14,0,0.0,20,80,4.52998088704769,31.328191206428347
2018-04-16,15,15,0,0.0,0,40,5.738483139131718,31.22679381506424
2018-04-23,15,15,0,0.0,0,40,6.406522014816281,31.135764749161556
2018-04-25,1,1,0,0.0,0,0,6.494988322258,30.4529582262039
2018-04-30,16,16,0,0.0,0,0,7.238139993335107,30.70115927112138
2018-05-07,16,16,0,0.0,0,0,7.979419813901716,30.152812269903574
2018-05-14,17,17,0,0.0,0,0,10.9767514450093,29.415027241956288
2018-05-21,1,1,0,0.0,0,0,15.0355200576782,28.4460181427002
2018-05-22,16,16,0,0.0,0,0,11.547771667347074,29.746706164177205
2018-05-28,17,17,0,0.0,0,0,14.042100778644402,29.387874113799892
2018-06-04,17,17,0,0.0,0,0,16.108847586728963,28.568134612326965
2018-06-11,17,17,0,0.0,0,0,13.986101413834378,28.933974447388888
2018-06-18,16,16,0,0.0,0,0,12.889507573238381,29.362721624731112
2018-06-19,1,1,0,0.0,0,0,15.3440994024277,26.4119645357132
2018-06-25,16,16,0,0.0,0,0,13.447632442262957,29.331294635986698
2018-06-26,1,1,0,0.0,0,0,18.2648442983627,25.5497978925705
2018-07-02,18,18,1,0.05555555555555555,480,40,15.43844026209605,29.55042849124392
2018-07-09,17,17,0,0.0,200,40,14.26152620391332,30.11961033921817
2018-07-16,18,18,0,0.0,80,0,16.032539525785314,29.861484918336583
2018-07-23,16,16,0,0.0,200,0,17.217301602594098,29.4203165625686
2018-07-30,18,18,0,0.0,160,0,18.106398554333683,29.834048573039997
2018-08-06,18,18,1,0.05555555555555555,480,0,18.036593122975813,29.83196515852785
2018-08-13,18,18,1,0.05555555555555555,240,0,17.41660692103683,29.945050771803047
2018-08-20,18,18,0,0.0,120,0,16.67137404681732,29.93386700395862
2018-08-27,17,17,0,0.0,80,0,15.826955529757537,30.781365398713078
2018-09-03,14,14,0,0.0,0,0,16.18187188674177,30.488120057887574
2018-09-10,14,14,0,0.0,40,40,15.62758401229795,31.042259768908245
2018-09-17,9,9,0,0.0,0,0,15.018270886423254,30.559862779129023
2018-09-24,6,6,0,0.0,0,0,14.175349186829616,31.102658501639635
2018-10-01,4,4,0,0.0,0,0,13.058461193071375,32.03295972292055
2018-10-08,4,4,0,0.0,0,0,12.286337420619926,32.22128317403902
2018-10-15,4,4,0,0.0,0,0,12.625538928203074,32.32377753480795
2018-10-22,4,4,0,0.0,0,0,12.316086421416724,32.37970924547872
2018-10-29,3,3,0,0.0,0,0,10.962962794260699,32.78113459972667
2019-02-25,3,3,0,0.0,0,0,3.8031327814044364,30.451517056551868
2019-03-04,6,6,0,0.0,0,0,4.380342978749426,30.840073114023184
2019-03-11,9,9,0,0.0,0,0,4.175444299298622,30.831510005353834
2019-03-18,11,11,0,0.0,0,0,4.571867638694396,31.439475636316285
2019-03-25,13,13,0,0.0,20,0,5.286681680640827,32.08435655049507
2019-04-01,15,15,0,0.0,120,0,5.780860315490873,32.26790716407207
2019-04-08,17,17,0,0.0,80,0,6.241248510662256,32.00429359972521
2019-04-22,1,1,0,0.0,0,40,8.64489398956299,31.1785633087158
2019-04-23,15,15,0,0.0,0,0,7.978970813141038,31.282221624295396
2019-04-29,10,10,0,0.0,0,0,10.257717862784741,28.77006499147066
2019-04-30,6,6,0,0.0,0,0,7.683585407544695,33.56309932527088
2019-05-06,16,16,0,0.0,0,40,8.239407723208759,30.55857378510118
2019-05-12,3,3,0,0.0,0,0,8.330763876899058,30.2562310543301
2019-05-13,13,13,0,0.0,40,0,8.548226523965432,29.943141471271794
2019-05-20,17,17,0,0.0,80,20,10.393475145959975,29.680411381954247
2019-05-26,1,1,0,0.0,0,0,9.74646895971054,33.331792195638
2019-05-27,16,16,1,0.0625,280,40,10.139436634619422,29.398202531151092
2019-06-03,18,18,0,0.0,40,0,10.641862791043726,29.568170451055476
2019-06-11,17,17,0,0.0,40,0,11.993672855403513,29.828170112625518
2019-06-16,2,2,0,0.0,0,0,13.8893982224412,29.1763633476509
2019-06-17,15,15,0,0.0,0,40,12.88698643067596,29.72345921092976
2019-06-24,16,16,1,0.0625,0,360,14.025664184252838,29.554432024045504
2019-06-25,1,1,0,0.0,0,0,15.8877821731567,27.9233024597168
2019-06-26,1,1,0,0.0,0,0,16.4034862518311,27.143480181694
2019-07-01,15,15,0,0.0,40,0,13.783620357278211,29.57465936228548
2019-07-02,2,2,0,0.0,0,0,13.2970490137736,32.2774691263835
2019-07-03,1,1,0,0.0,0,0,15.7942689657211,26.4647755622864
2019-07-08,18,18,0,0.0,40,160,14.053841769724155,29.668202754541728
2019-07-15,17,17,0,0.0,40,40,14.456296666435819,30.289284447470497
2019-07-17,1,1,0,0.0,0,0,17.7347297668457,28.0752133131027
2019-07-22,18,18,1,0.05555555555555555,40,280,15.45119118720919,30.289191357353705
2019-07-29,17,17,0,0.0,0,40,17.462569069320217,30.142364921940693
2019-08-05,18,18,0,0.0,0,0,17.03531387600814,30.12319787669414
2019-08-12,19,19,0,0.0,40,40,16.783822626865472,30.1210246567391
2019-08-19,7,7,0,0.0,160,40,13.856122237224968,33.15292788862373
2019-08-21,12,12,0,0.0,0,0,17.252234752281666,28.64866272390095
2019-08-26,19,19,0,0.0,0,40,16.165058927656666,30.730173598545083
2019-09-02,16,16,0,0.0,40,80,16.402744644403867,30.735382675955588
2019-09-09,16,16,0,0.0,40,40,15.392102377114744,31.057123316574618
2019-09-16,15,15,3,0.2,0,1600,14.41320732084226,31.87779171045634
2019-09-23,15,15,0,0.0,20,80,13.775960520655513,31.75536135054553
2019-09-30,11,11,0,0.0,0,40,13.342651355013446,31.768990244783552
2019-10-07,4,4,0,0.0,0,0,12.623719682093276,32.18172281896595
2019-10-14,5,5,0,0.0,0,40,12.298348530447006,32.083996343937244
2019-10-21,4,4,0,0.0,0,0,12.683156051754299,31.73853538920735
2019-10-28,4,4,0,0.0,40,0,12.239876982333975,31.961036528488798
